,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Bina Yaş,Isıtma Tipi,Binanın Kat Sayısı
16061,,,,,,,Kombi Doğalgaz,4
16063,,,,,,,Klimalı,3
16065,,,,,,,Klimalı,2
16066,,,,,,,Kombi Doğalgaz,4
16067,,,,,,,Kombi Doğalgaz,4
16069,,,,,,,Klimalı,2
16071,,,,,,,Yerden Isıtma,2
16072,,,,,,,Kombi Doğalgaz,5
16074,,,,,,,Klimalı,2
16075,,,,,,,Sobalı,2
16076,,,,,,,Kombi Doğalgaz,3
16077,,,,,,,Kombi Doğalgaz,6
16078,,,,,,,Klimalı,3
16079,,,,,,,Klimalı,5
16080,,,,,,,Kombi Doğalgaz,6
16081,,,,,,,Merkezi Doğalgaz,7
16082,,,,,,,Kombi Doğalgaz,4
16083,,,,,,,Klimalı,2
16084,,,,,,,Kombi Doğalgaz,4
16085,,,,,,,Kombi Doğalgaz,6
16087,,,,,,,Kombi Doğalgaz,4
16088,,,,,,,Sobalı,3
16090,,,,,,,Kombi Doğalgaz,4
16091,,,,,,,Sobalı,3
16092,,,,,,,Klimalı,2
16094,,,,,,,Kombi Doğalgaz,5
16095,,,,,,,Kombi Doğalgaz,5
16097,,,,,,,Kombi Doğalgaz,2
16099,,,,,,,Kombi Doğalgaz,3
16100,,,,,,,Kombi Doğalgaz,3
16103,,,,,,,Kombi Doğalgaz,4
16105,,,,,,,Sobalı,2
16108,,,,,,,Yerden Isıtma,3
16109,,,,,,,Klimalı,2
16110,,,,,,,Kombi Doğalgaz,4
16111,,,,,,,Kombi Doğalgaz,4
16112,,,,,,,Klimalı,3
16113,,,,,,,Klimalı,2
16114,,,,,,,Kombi Doğalgaz,5
16115,,,,,,,Kombi Doğalgaz,4
16116,,,,,,,Kombi Doğalgaz,4
16117,,,,,,,Kombi Doğalgaz,3
16118,,,,,,,Klimalı,3
16119,,,,,,,Merkezi Doğalgaz,7
16120,,,,,,,Kombi Doğalgaz,4
16122,,,,,,,Kombi Doğalgaz,4
16125,,,,,,,Kombi Doğalgaz,4
16127,,,,,,,Kombi Doğalgaz,5
16128,,,,,,,Merkezi Doğalgaz,7
16129,,,,,,,Yerden Isıtma,2
16131,,,,,,,Kombi Doğalgaz,5
16132,,,,,,,Klimalı,3
16133,,,,,,,Kombi Doğalgaz,3
16135,,,,,,,Kombi Doğalgaz,7
16136,,,,,,,Kombi Doğalgaz,4
16137,,,,,,,Kombi Doğalgaz,3
16138,,,,,,,Klimalı,3
16141,,,,,,,Kombi Doğalgaz,3
16143,,,,,,,Kombi Doğalgaz,5
16144,,,,,,,Kombi Doğalgaz,2
16145,,,,,,,Kombi Doğalgaz,5
16146,,,,,,,Kombi Doğalgaz,5
16148,,,,,,,Kombi Doğalgaz,3
16150,,,,,,,Kombi Doğalgaz,4
16151,,,,,,,Kombi Doğalgaz,3
16153,,,,,,,Klimalı,6
16155,,,,,,,Kombi Doğalgaz,2
16156,,,,,,,Kombi Doğalgaz,3
16157,,,,,,,Kombi Doğalgaz,3
16158,,,,,,,Kombi Doğalgaz,5
16161,,,,,,,Kombi Doğalgaz,4
16162,,,,,,,Kombi Doğalgaz,4
16165,,,,,,,Kombi Doğalgaz,4
16166,,,,,,,Kombi Doğalgaz,4
16167,,,,,,,Kombi Doğalgaz,5
16170,,,,,,,Kombi Doğalgaz,5
16172,,,,,,,Kombi Doğalgaz,4
16173,,,,,,,Kombi Doğalgaz,4
16178,,,,,,,Kombi Doğalgaz,4
16180,,,,,,,Klimalı,4
16181,,,,,,,Kombi Doğalgaz,4
16182,,,,,,,Kombi Doğalgaz,4
16186,,,,,,,Klimalı,3
16187,,,,,,,Klimalı,3
16188,,,,,,,Klimalı,4
16189,,,,,,,Kombi Doğalgaz,4
16191,,,,,,,Yerden Isıtma,2
16192,,,,,,,Kombi Doğalgaz,4
16194,,,,,,,Kombi Doğalgaz,3
16196,,,,,,,Kombi Doğalgaz,2
16197,,,,,,,Klimalı,3
16198,,,,,,,Kombi Doğalgaz,4
16199,,,,,,,Kombi Doğalgaz,4
16200,,,,,,,Kombi Doğalgaz,4
16202,,,,,,,Klimalı,6
16203,,,,,,,Klimalı,2
16205,,,,,,,Kombi Doğalgaz,2
16208,,,,,,,Kombi Doğalgaz,5
16209,,,,,,,Kombi Doğalgaz,3
16211,,,,,,,Kombi Doğalgaz,3
16212,,,,,,,Kombi Doğalgaz,3
16213,,,,,,,Kombi Doğalgaz,4
16215,,,,,,,Yerden Isıtma,2
16217,,,,,,,Klimalı,3
16219,,,,,,,Klimalı,2
16220,,,,,,,Klimalı,2
16221,,,,,,,Kombi Doğalgaz,4
16222,,,,,,,Kombi Doğalgaz,5
16223,,,,,,,Kombi Doğalgaz,3
16224,,,,,,,Klimalı,2
16226,,,,,,,Merkezi Doğalgaz,6
16227,,,,,,,Sobalı,2
16228,,,,,,,Kombi Doğalgaz,5
16230,,,,,,,Kombi Doğalgaz,5
16233,,,,,,,Kombi Doğalgaz,4
16234,,,,,,,Kombi Doğalgaz,5
16235,,,,,,,Kombi Doğalgaz,4
16236,,,,,,,Kombi Doğalgaz,4
16237,,,,,,,Kombi Doğalgaz,2
16238,,,,,,,Klimalı,2
16241,,,,,,,Kombi Doğalgaz,4
16242,,,,,,,Klimalı,5
16243,,,,,,,Kombi Doğalgaz,4
16245,,,,,,,Kombi Doğalgaz,2
16246,,,,,,,Sobalı,4
16247,,,,,,,Klimalı,2
16248,,,,,,,Kombi Doğalgaz,4
16249,,,,,,,Kombi Doğalgaz,6
16251,,,,,,,Klimalı,4
16252,,,,,,,Klimalı,5
16255,,,,,,,Kombi Doğalgaz,5
16256,,,,,,,Yerden Isıtma,3
16257,,,,,,,Kombi Doğalgaz,4
16258,,,,,,,Kombi Doğalgaz,5
16259,,,,,,,Kombi Doğalgaz,4
16260,,,,,,,Kombi Doğalgaz,5
16261,,,,,,,Kombi Doğalgaz,3
16262,,,,,,,Kombi Doğalgaz,5
16263,,,,,,,Kombi Doğalgaz,3
16264,,,,,,,Sobalı,3
16267,,,,,,,Kombi Doğalgaz,4
16268,,,,,,,Kombi Doğalgaz,4
16270,,,,,,,Kombi Doğalgaz,3
16271,,,,,,,Kombi Doğalgaz,7
16274,,,,,,,Klimalı,3
16277,,,,,,,Yerden Isıtma,3
16278,,,,,,,Kombi Doğalgaz,4
16279,,,,,,,Kombi Doğalgaz,3
16281,,,,,,,Kombi Doğalgaz,6
16283,,,,,,,Kombi Doğalgaz,4
16284,,,,,,,Kombi Doğalgaz,4
16285,,,,,,,Klimalı,4
16286,,,,,,,Kombi Doğalgaz,4
16288,,,,,,,Kombi Doğalgaz,3
16289,,,,,,,Kombi Doğalgaz,7
16290,,,,,,,Yerden Isıtma,5
16291,,,,,,,Kombi Doğalgaz,3
16293,,,,,,,Kombi Doğalgaz,4
16294,,,,,,,Merkezi Doğalgaz,5
16295,,,,,,,Sobalı,5
16296,,,,,,,Kombi Doğalgaz,3
16297,,,,,,,Sobalı,5
16298,,,,,,,Kombi Doğalgaz,3
16299,,,,,,,Kombi Doğalgaz,3
16301,,,,,,,Yerden Isıtma,3
16302,,,,,,,Kombi Doğalgaz,5
16303,,,,,,,Kombi Doğalgaz,5
16304,,,,,,,Kombi Doğalgaz,3
16306,,,,,,,Kombi Doğalgaz,3
16307,,,,,,,Kombi Doğalgaz,3
16310,,,,,,,Kombi Doğalgaz,3
16311,,,,,,,Klimalı,3
16313,,,,,,,Kombi Doğalgaz,6
16314,,,,,,,Kombi Doğalgaz,7
16315,,,,,,,Kombi Doğalgaz,7
16316,,,,,,,Kombi Doğalgaz,5
16317,,,,,,,Sobalı,2
16318,,,,,,,Sobalı,3
16319,,,,,,,Sobalı,2
16320,,,,,,,Kombi Doğalgaz,4
16322,,,,,,,Kombi Doğalgaz,4
16323,,,,,,,Kombi Doğalgaz,4
16325,,,,,,,Kombi Doğalgaz,3
16326,,,,,,,Kombi Doğalgaz,3
16327,,,,,,,Klimalı,3
16328,,,,,,,Kombi Doğalgaz,2
16329,,,,,,,Kombi Doğalgaz,5
16331,,,,,,,Klimalı,3
16332,,,,,,,Klimalı,3
16333,,,,,,,Kombi Doğalgaz,7
16336,,,,,,,Kombi Doğalgaz,5
16337,,,,,,,Kombi Doğalgaz,3
16338,,,,,,,Klimalı,4
16340,,,,,,,Kombi Doğalgaz,3
16341,,,,,,,Kombi Doğalgaz,5
16342,,,,,,,Klimalı,4
16344,,,,,,,Kombi Doğalgaz,5
16345,,,,,,,Kombi Doğalgaz,4
16347,,,,,,,Klimalı,3
16348,,,,,,,Kombi Doğalgaz,5
16349,,,,,,,Kombi Doğalgaz,4
16351,,,,,,,Kombi Doğalgaz,5
16353,,,,,,,Kombi Doğalgaz,4
16355,,,,,,,Kombi Doğalgaz,5
16356,,,,,,,Kombi Doğalgaz,5
16357,,,,,,,Sobalı,5
16358,,,,,,,Kombi Doğalgaz,4
16360,,,,,,,Sobalı,2
16362,,,,,,,Kombi Doğalgaz,2
16363,,,,,,,Kombi Doğalgaz,5
16364,,,,,,,Merkezi Doğalgaz,7
16365,,,,,,,Kombi Doğalgaz,2
16367,,,,,,,Sobalı,3
16368,,,,,,,Kombi Doğalgaz,5
16372,,,,,,,Kombi Doğalgaz,4
16373,,,,,,,Kombi Doğalgaz,7
16376,,,,,,,Kombi Doğalgaz,6
16386,,,,,,,Sobalı,3
16387,,,,,,,Kombi Doğalgaz,6
16388,,,,,,,Kombi Doğalgaz,6
16389,,,,,,,Kombi Doğalgaz,5
16393,,,,,,,Kombi Doğalgaz,6
16397,,,,,,,Kombi Doğalgaz,5
16399,,,,,,,Kombi Doğalgaz,4
16400,,,,,,,Sobalı,2
16401,,,,,,,Kombi Doğalgaz,7
16402,,,,,,,Kombi Doğalgaz,4
16406,,,,,,,Kombi Doğalgaz,3
16409,,,,,,,Sobalı,2
16416,,,,,,,Kombi Doğalgaz,4
16417,,,,,,,Kombi Doğalgaz,6
16420,,,,,,,Kombi Doğalgaz,4
16423,,,,,,,Klimalı,5
16425,,,,,,,Kombi Doğalgaz,5
16426,,,,,,,Kombi Doğalgaz,5
16430,,,,,,,Kombi Doğalgaz,7
16433,,,,,,,Kombi Doğalgaz,3
16434,,,,,,,Kombi Doğalgaz,5
16435,,,,,,,Kombi Doğalgaz,7
16442,,,,,,,Kombi Doğalgaz,5
16450,,,,,,,Merkezi Doğalgaz,7
16452,,,,,,,Kombi Doğalgaz,5
16458,,,,,,,Kombi Doğalgaz,7
16460,,,,,,,Kombi Doğalgaz,5
16461,,,,,,,Merkezi Doğalgaz,2
16464,,,,,,,Sobalı,2
16465,,,,,,,Kombi Doğalgaz,3
16466,,,,,,,Kombi Doğalgaz,4
16473,,,,,,,Kombi Doğalgaz,5
16478,,,,,,,Kombi Doğalgaz,5
16479,,,,,,,Kombi Doğalgaz,3
16480,,,,,,,Kombi Doğalgaz,6
16481,,,,,,,Kombi Doğalgaz,2
16482,,,,,,,Kombi Doğalgaz,7
16485,,,,,,,Kombi Doğalgaz,7
16488,,,,,,,Kombi Doğalgaz,6
16489,,,,,,,Merkezi Doğalgaz,5
16492,,,,,,,Kombi Doğalgaz,4
16493,,,,,,,Kombi Doğalgaz,4
16496,,,,,,,Kombi Doğalgaz,7
16497,,,,,,,Merkezi Doğalgaz,7
16499,,,,,,,Kombi Doğalgaz,5
16500,,,,,,,Kombi Doğalgaz,5
16501,,,,,,,Merkezi Doğalgaz,7
16504,,,,,,,Kombi Doğalgaz,4
16505,,,,,,,Kombi Doğalgaz,6
16506,,,,,,,Kombi Doğalgaz,5
16508,,,,,,,Kombi Doğalgaz,3
16511,,,,,,,Kombi Doğalgaz,3
16513,,,,,,,Kombi Doğalgaz,5
16514,,,,,,,Kombi Doğalgaz,5
16517,,,,,,,Kombi Doğalgaz,5
16519,,,,,,,Klimalı,4
16522,,,,,,,Kombi Doğalgaz,5
16523,,,,,,,Kombi Doğalgaz,5
16524,,,,,,,Kombi Doğalgaz,7
16525,,,,,,,Kombi Doğalgaz,6
16528,,,,,,,Kombi Doğalgaz,5
16530,,,,,,,Sobalı,2
16532,,,,,,,Merkezi Doğalgaz,7
16533,,,,,,,Merkezi Doğalgaz,7
16536,,,,,,,Kombi Doğalgaz,7
16537,,,,,,,Kombi Doğalgaz,2
16538,,,,,,,Kombi Doğalgaz,7
16539,,,,,,,Kombi Doğalgaz,5
16540,,,,,,,Kombi Doğalgaz,4
16543,,,,,,,Kombi Doğalgaz,4
16546,,,,,,,Kombi Doğalgaz,5
16548,,,,,,,Kombi Doğalgaz,6
16549,,,,,,,Sobalı,2
16554,,,,,,,Kombi Doğalgaz,6
16555,,,,,,,Kombi Doğalgaz,6
16556,,,,,,,Kombi Doğalgaz,6
16557,,,,,,,Kombi Doğalgaz,5
16558,,,,,,,Kombi Doğalgaz,7
16561,,,,,,,Kombi Doğalgaz,4
16562,,,,,,,Sobalı,2
16563,,,,,,,Merkezi Doğalgaz,7
16569,,,,,,,Kombi Doğalgaz,4
16570,,,,,,,Kombi Doğalgaz,7
16572,,,,,,,Kombi Doğalgaz,6
16574,,,,,,,Kombi Doğalgaz,3
16579,,,,,,,Merkezi Doğalgaz,7
16583,,,,,,,Kombi Doğalgaz,3
16584,,,,,,,Kombi Doğalgaz,6
16593,,,,,,,Sobalı,2
16594,,,,,,,Kombi Doğalgaz,6
16596,,,,,,,Kombi Doğalgaz,6
16602,,,,,,,Kombi Doğalgaz,5
16605,,,,,,,Kombi Doğalgaz,7
16609,,,,,,,Kombi Doğalgaz,3
16611,,,,,,,Merkezi Doğalgaz,5
16612,,,,,,,Kombi Doğalgaz,3
16619,,,,,,,Kombi Doğalgaz,7
16622,,,,,,,Kombi Doğalgaz,5
16623,,,,,,,Kombi Doğalgaz,7
16626,,,,,,,Kombi Doğalgaz,2
16627,,,,,,,Sobalı,2
16629,,,,,,,Kombi Doğalgaz,4
16632,,,,,,,Kombi Doğalgaz,2
16633,,,,,,,Kombi Doğalgaz,4
16634,,,,,,,Kombi Doğalgaz,5
16637,,,,,,,Klimalı,3
16638,,,,,,,Kombi Doğalgaz,5
16639,,,,,,,Kombi Doğalgaz,4
16640,,,,,,,Kombi Doğalgaz,2
16641,,,,,,,Kombi Doğalgaz,7
16645,,,,,,,Merkezi Doğalgaz,5
16647,,,,,,,Kombi Doğalgaz,7
16649,,,,,,,Kombi Doğalgaz,4
16650,,,,,,,Kombi Doğalgaz,4
16651,,,,,,,Kombi Doğalgaz,4
16652,,,,,,,Kombi Doğalgaz,5
16653,,,,,,,Kombi Doğalgaz,4
16654,,,,,,,Kombi Doğalgaz,4
16655,,,,,,,Kombi Doğalgaz,4
16656,,,,,,,Kombi Doğalgaz,5
16657,,,,,,,Kombi Doğalgaz,4
16659,,,,,,,Kombi Doğalgaz,5
16660,,,,,,,Kombi Doğalgaz,3
16661,,,,,,,Kombi Doğalgaz,4
16662,,,,,,,Kombi Doğalgaz,4
16663,,,,,,,Kombi Doğalgaz,3
16664,,,,,,,Kombi Doğalgaz,7
16665,,,,,,,Kombi Doğalgaz,5
16666,,,,,,,Kombi Doğalgaz,5
16667,,,,,,,Kombi Doğalgaz,5
16668,,,,,,,Kombi Doğalgaz,6
16669,,,,,,,Kombi Doğalgaz,5
16671,,,,,,,Kombi Doğalgaz,4
16672,,,,,,,Kombi Doğalgaz,5
16673,,,,,,,Klimalı,2
16675,,,,,,,Kombi Doğalgaz,4
16676,,,,,,,Kombi Doğalgaz,5
16678,,,,,,,Kombi Doğalgaz,5
16680,,,,,,,Kombi Doğalgaz,5
16681,,,,,,,Kombi Doğalgaz,4
16682,,,,,,,Kombi Doğalgaz,5
16683,,,,,,,Kombi Doğalgaz,2
16684,,,,,,,Kombi Doğalgaz,5
16685,,,,,,,Kombi Doğalgaz,4
16687,,,,,,,Kombi Doğalgaz,5
16689,,,,,,,Kombi Doğalgaz,4
16690,,,,,,,Kombi Doğalgaz,5
16692,,,,,,,Kombi Doğalgaz,4
16693,,,,,,,Kombi Doğalgaz,5
16694,,,,,,,Kombi Doğalgaz,4
16695,,,,,,,Kombi Doğalgaz,5
16696,,,,,,,Kombi Doğalgaz,5
16697,,,,,,,Kombi Doğalgaz,4
16698,,,,,,,Kombi Doğalgaz,5
16699,,,,,,,Kombi Doğalgaz,4
16700,,,,,,,Kombi Doğalgaz,4
16701,,,,,,,Kombi Doğalgaz,3
16702,,,,,,,Kombi Doğalgaz,4
16703,,,,,,,Kombi Doğalgaz,7
16704,,,,,,,Kombi Doğalgaz,4
16705,,,,,,,Kombi Doğalgaz,5
16706,,,,,,,Kombi Doğalgaz,4
16707,,,,,,,Sobalı,2
16708,,,,,,,Kombi Doğalgaz,6
16709,,,,,,,Kombi Doğalgaz,4
16710,,,,,,,Kombi Doğalgaz,2
16711,,,,,,,Sobalı,2
16712,,,,,,,Kombi Doğalgaz,5
16713,,,,,,,Kombi Doğalgaz,4
16714,,,,,,,Kombi Doğalgaz,5
16715,,,,,,,Sobalı,2
16716,,,,,,,Kombi Doğalgaz,5
16717,,,,,,,Sobalı,2
16718,,,,,,,Kombi Doğalgaz,4
16719,,,,,,,Kombi Doğalgaz,5
16720,,,,,,,Kombi Doğalgaz,3
16721,,,,,,,Kombi Doğalgaz,5
16722,,,,,,,Kombi Doğalgaz,3
16723,,,,,,,Kombi Doğalgaz,4
16724,,,,,,,Kombi Doğalgaz,4
16725,,,,,,,Kombi Doğalgaz,5
16727,,,,,,,Kombi Doğalgaz,4
16728,,,,,,,Kombi Doğalgaz,2
16729,,,,,,,Kombi Doğalgaz,2
16730,,,,,,,Kombi Doğalgaz,5
16731,,,,,,,Kombi Doğalgaz,4
16732,,,,,,,Kombi Doğalgaz,5
16733,,,,,,,Kombi Doğalgaz,2
16734,,,,,,,Kombi Doğalgaz,5
16735,,,,,,,Kombi Doğalgaz,4
16736,,,,,,,Sobalı,2
16737,,,,,,,Kombi Doğalgaz,5
16738,,,,,,,Kombi Doğalgaz,4
16739,,,,,,,Kombi Doğalgaz,4
16740,,,,,,,Kombi Doğalgaz,4
16741,,,,,,,Kombi Doğalgaz,6
16742,,,,,,,Kombi Doğalgaz,4
16743,,,,,,,Kombi Doğalgaz,4
16744,,,,,,,Kombi Doğalgaz,2
16745,,,,,,,Kombi Doğalgaz,5
16746,,,,,,,Sobalı,3
16747,,,,,,,Kombi Doğalgaz,4
16748,,,,,,,Kombi Doğalgaz,4
16749,,,,,,,Kombi Doğalgaz,4
16750,,,,,,,Kombi Doğalgaz,5
16752,,,,,,,Kombi Doğalgaz,4
16753,,,,,,,Sobalı,2
16754,,,,,,,Kombi Doğalgaz,3
16755,,,,,,,Sobalı,2
16756,,,,,,,Kombi Doğalgaz,5
16757,,,,,,,Sobalı,2
16759,,,,,,,Kombi Doğalgaz,7
16760,,,,,,,Sobalı,2
16761,,,,,,,Kombi Doğalgaz,2
16764,,,,,,,Kombi Doğalgaz,5
16765,,,,,,,Kombi Doğalgaz,2
16766,,,,,,,Kombi Doğalgaz,5
16768,,,,,,,Kombi Doğalgaz,6
16769,,,,,,,Sobalı,3
16771,,,,,,,Yerden Isıtma,4
16772,,,,,,,Kombi Doğalgaz,4
16773,,,,,,,Kombi Doğalgaz,4
16775,,,,,,,Kombi Doğalgaz,3
16776,,,,,,,Kombi Doğalgaz,5
16777,,,,,,,Kombi Doğalgaz,4
16778,,,,,,,Kombi Doğalgaz,4
16779,,,,,,,Kombi Doğalgaz,6
16780,,,,,,,Kombi Doğalgaz,3
16781,,,,,,,Kombi Doğalgaz,4
16782,,,,,,,Kombi Doğalgaz,3
16783,,,,,,,Kombi Doğalgaz,3
16784,,,,,,,Kombi Doğalgaz,4
16786,,,,,,,Kombi Doğalgaz,5
16787,,,,,,,Kombi Doğalgaz,4
16788,,,,,,,Kombi Doğalgaz,7
16789,,,,,,,Kombi Doğalgaz,3
16790,,,,,,,Kombi Doğalgaz,5
16793,,,,,,,Merkezi Doğalgaz,4
16794,,,,,,,Kombi Doğalgaz,5
16795,,,,,,,Kombi Doğalgaz,4
16796,,,,,,,Kombi Doğalgaz,4
16797,,,,,,,Kombi Doğalgaz,4
16798,,,,,,,Kombi Doğalgaz,3
16799,,,,,,,Kombi Doğalgaz,3
16800,,,,,,,Kombi Doğalgaz,3
16801,,,,,,,Kombi Doğalgaz,3
16802,,,,,,,Kombi Doğalgaz,4
16803,,,,,,,Merkezi Doğalgaz,4
16804,,,,,,,Kombi Doğalgaz,4
16805,,,,,,,Yerden Isıtma,3
16806,,,,,,,Kombi Doğalgaz,4
16807,,,,,,,Kombi Doğalgaz,4
16808,,,,,,,Yerden Isıtma,4
16809,,,,,,,Kombi Doğalgaz,3
16810,,,,,,,Kombi Doğalgaz,4
16811,,,,,,,Kombi Doğalgaz,4
16812,,,,,,,Kombi Doğalgaz,4
16813,,,,,,,Kombi Doğalgaz,4
16815,,,,,,,Kombi Doğalgaz,6
16816,,,,,,,Yerden Isıtma,3
16817,,,,,,,Kombi Doğalgaz,4
16818,,,,,,,Kombi Doğalgaz,5
16819,,,,,,,Yerden Isıtma,4
16824,,,,,,,Kombi Doğalgaz,2
16825,,,,,,,Kombi Doğalgaz,5
16826,,,,,,,Kombi Doğalgaz,5
16827,,,,,,,Kombi Doğalgaz,7
16829,,,,,,,Kombi Doğalgaz,3
16830,,,,,,,Kombi Doğalgaz,3
16832,,,,,,,Kombi Doğalgaz,3
16833,,,,,,,Kombi Doğalgaz,4
16834,,,,,,,Kombi Doğalgaz,4
16835,,,,,,,Kombi Doğalgaz,3
16837,,,,,,,Kombi Doğalgaz,6
16838,,,,,,,Yerden Isıtma,7
16839,,,,,,,Merkezi Doğalgaz,5
16840,,,,,,,Kombi Doğalgaz,5
16841,,,,,,,Kombi Doğalgaz,4
16842,,,,,,,Kombi Doğalgaz,2
16843,,,,,,,Sobalı,2
16845,,,,,,,Kombi Doğalgaz,3
16846,,,,,,,Kombi Doğalgaz,3
16847,,,,,,,Kombi Doğalgaz,4
16848,,,,,,,Kombi Doğalgaz,3
16849,,,,,,,Sobalı,4
16850,,,,,,,Yerden Isıtma,6
16851,,,,,,,Kombi Doğalgaz,4
16852,,,,,,,Kombi Doğalgaz,2
16854,,,,,,,Kombi Doğalgaz,5
16855,,,,,,,Kombi Doğalgaz,3
16856,,,,,,,Kombi Doğalgaz,4
16857,,,,,,,Sobalı,2
16858,,,,,,,Kombi Doğalgaz,5
16859,,,,,,,Yerden Isıtma,3
16860,,,,,,,Kombi Doğalgaz,4
16861,,,,,,,Kombi Doğalgaz,3
16863,,,,,,,Kombi Doğalgaz,4
16864,,,,,,,Kombi Doğalgaz,4
16865,,,,,,,Kombi Doğalgaz,4
16866,,,,,,,Kombi Doğalgaz,4
16868,,,,,,,Kombi Doğalgaz,4
16870,,,,,,,Kombi Doğalgaz,3
16871,,,,,,,Kombi Doğalgaz,2
16872,,,,,,,Kombi Doğalgaz,2
16874,,,,,,,Kombi Doğalgaz,6
16875,,,,,,,Kombi Doğalgaz,4
16876,,,,,,,Kombi Doğalgaz,4
16877,,,,,,,Kombi Doğalgaz,5
16878,,,,,,,Kombi Doğalgaz,5
16879,,,,,,,Kombi Doğalgaz,5
16880,,,,,,,Kombi Doğalgaz,5
16881,,,,,,,Kombi Doğalgaz,5
16882,,,,,,,Kombi Doğalgaz,7
16883,,,,,,,Kombi Doğalgaz,5
16884,,,,,,,Kombi Doğalgaz,5
16885,,,,,,,Kombi Doğalgaz,5
16886,,,,,,,Kombi Doğalgaz,5
16887,,,,,,,Kombi Doğalgaz,3
16888,,,,,,,Kombi Doğalgaz,5
16889,,,,,,,Kombi Doğalgaz,5
16890,,,,,,,Kombi Doğalgaz,6
16891,,,,,,,Kombi Doğalgaz,5
16892,,,,,,,Yerden Isıtma,5
16893,,,,,,,Kombi Doğalgaz,5
16896,,,,,,,Kombi Doğalgaz,4
16897,,,,,,,Kombi Doğalgaz,7
16898,,,,,,,Kombi Doğalgaz,5
16899,,,,,,,Kombi Doğalgaz,3
16900,,,,,,,Kombi Doğalgaz,6
16901,,,,,,,Kombi Doğalgaz,5
16903,,,,,,,Kombi Doğalgaz,5
16904,,,,,,,Kombi Doğalgaz,4
16905,,,,,,,Kombi Doğalgaz,4
16906,,,,,,,Kombi Doğalgaz,5
16907,,,,,,,Kombi Doğalgaz,5
16908,,,,,,,Kombi Doğalgaz,4
16909,,,,,,,Merkezi Doğalgaz,6
16910,,,,,,,Kombi Doğalgaz,5
16911,,,,,,,Kombi Doğalgaz,4
16912,,,,,,,Kombi Doğalgaz,5
16913,,,,,,,Kombi Doğalgaz,5
16914,,,,,,,Kombi Doğalgaz,5
16915,,,,,,,Kombi Doğalgaz,5
16916,,,,,,,Kombi Doğalgaz,5
16917,,,,,,,Kombi Doğalgaz,5
16918,,,,,,,Kombi Doğalgaz,5
16919,,,,,,,Kombi Doğalgaz,5
16920,,,,,,,Kombi Doğalgaz,5
16921,,,,,,,Kombi Doğalgaz,4
16922,,,,,,,Kombi Doğalgaz,5
16923,,,,,,,Kombi Doğalgaz,4
16924,,,,,,,Kombi Doğalgaz,6
16925,,,,,,,Kombi Doğalgaz,4
16926,,,,,,,Kombi Doğalgaz,4
16927,,,,,,,Kombi Doğalgaz,5
16928,,,,,,,Kombi Doğalgaz,6
16929,,,,,,,Kombi Doğalgaz,5
16930,,,,,,,Kombi Doğalgaz,5
16931,,,,,,,Kombi Doğalgaz,5
16932,,,,,,,Kombi Doğalgaz,5
16933,,,,,,,Kombi Doğalgaz,4
16934,,,,,,,Kombi Doğalgaz,5
16935,,,,,,,Kombi Doğalgaz,5
16936,,,,,,,Kombi Doğalgaz,5
16937,,,,,,,Kombi Doğalgaz,5
16938,,,,,,,Kombi Doğalgaz,6
16939,,,,,,,Kombi Doğalgaz,5
16940,,,,,,,Kombi Doğalgaz,5
16941,,,,,,,Kombi Doğalgaz,5
16942,,,,,,,Kombi Doğalgaz,5
16943,,,,,,,Kombi Doğalgaz,5
16944,,,,,,,Kombi Doğalgaz,5
16945,,,,,,,Kombi Doğalgaz,5
16946,,,,,,,Kombi Doğalgaz,4
16947,,,,,,,Kombi Doğalgaz,4
16948,,,,,,,Kombi Doğalgaz,5
16949,,,,,,,Kombi Doğalgaz,7
16950,,,,,,,Kombi Doğalgaz,5
16951,,,,,,,Kombi Doğalgaz,7
16952,,,,,,,Kombi Doğalgaz,4
16953,,,,,,,Kombi Doğalgaz,4
16954,,,,,,,Kombi Doğalgaz,5
16955,,,,,,,Kombi Doğalgaz,5
16956,,,,,,,Kombi Doğalgaz,4
16957,,,,,,,Kombi Doğalgaz,4
16958,,,,,,,Kombi Doğalgaz,5
16959,,,,,,,Kombi Doğalgaz,5
16960,,,,,,,Kombi Doğalgaz,5
16961,,,,,,,Kombi Doğalgaz,5
16962,,,,,,,Kombi Doğalgaz,5
16963,,,,,,,Kombi Doğalgaz,4
16964,,,,,,,Kombi Doğalgaz,5
16965,,,,,,,Kombi Doğalgaz,5
16966,,,,,,,Kombi Doğalgaz,5
16967,,,,,,,Kombi Doğalgaz,5
16968,,,,,,,Kombi Doğalgaz,4
16969,,,,,,,Kombi Doğalgaz,4
16970,,,,,,,Kombi Doğalgaz,5
16971,,,,,,,Kombi Doğalgaz,5
16972,,,,,,,Kombi Doğalgaz,4
16974,,,,,,,Kombi Doğalgaz,5
16975,,,,,,,Kombi Doğalgaz,4
16976,,,,,,,Kombi Doğalgaz,5
16977,,,,,,,Kombi Doğalgaz,7
16978,,,,,,,Kombi Doğalgaz,5
16979,,,,,,,Kombi Doğalgaz,4
16980,,,,,,,Kombi Doğalgaz,5
16981,,,,,,,Kombi Doğalgaz,5
16982,,,,,,,Merkezi Doğalgaz,4
16983,,,,,,,Kombi Doğalgaz,5
